,段起点,段止点,w
11010,莱阳路,寿光路,0.4
11011,寿光路,张杨北路,0.4
11012,芳华路,芳芯路,0.3893457275652485
11013,千汇路,百熙路,0.0
11014,三八村6组,百熙桥,0.0
11015,东大公路,新元南路,2.926915885966056e-06
11016,东大公路,新元南路,0.0
11017,晨阳路,江镇河桥南坡,0.37756530976869956
11018,晨阳路,江镇河桥北坡,0.3726108562691131
11019,环湖大道,两港大道,0.27529535222233503
11020,老港垃圾处置场,通源东,0.0
11021,川银路,北小区,0.0
11022,浦建路,龙阳路,0.3735256630722855
11023,龙阳路,东三里桥路,0.32196256850377414
11024,华丰路,东方路,0.393402407435624
11025,南码头路,华丰路,0.3517203311867525
11026,浦三路,南码头路,0.4032137881880325
11027,兰陵路,浦三路,0.49950918999424565
11028,东三里桥路,兰陵路,0.3834232626070023
11029,新川路,城南路,0.3750466383105739
11030,崮山路,南洋泾路,0.3573598170710897
11031,罗山路,崮山路,0.4555726128338962
11032,四方路,巨野路,0.48770491803278687
11033,南洋泾路,苗圃路,0.45938375350140054
11034,苗圃路,四方路,0.6767241379310345
11035,巨野路,民生路,0.43602693602693604
11036,云山路,居家桥路,0.33127970427741593
11037,居家桥路,德平路,0.4617639221955769
11038,德平路,罗山路,0.275
11039,民生路,桃林路,0.4
11040,桃林路,源深路,0.30381263616557735
11041,沙泥,川南奉公,0.0
11042,德州路,川杨河,0.5623357495595923
11043,成山路,德州路,0.5389667452939272
11044,杨南路,华夏西路,0.34256841149085954
11045,上浦路,凌兆路,0.32823025107164727
11046,凌兆路,三林路,0.34782608695652173
11047,华夏西路,上浦路,0.34782608695652173
11048,杨思路,海阳路,0.36363636363636365
11049,海阳路,杨南路,0.4
11050,三林路,永泰路,0.31609148290843514
11051,五莲路,博兴路,0.30549161460046037
11052,归昌路,五莲路,0.2524540301396378
11053,利津路(1),归昌路,0.16062884483937115
11054,博兴路,杨高北路,0.36036036036036034
11055,上南路,灵岩南路,0.3939393939393939
11056,灵岩南路,长清路,0.4
11057,长清路,济阳路,0.4
11058,康沈路,二十四厂,0.0
11059,云莲路,云台路,0.3836221542643561
11060,博兴路,长岛路,0.37722932804900017
11061,锦绣路,张家浜,0.23809523809523808
11062,川六公,牌楼镇,0.0
11063,普新路,川六公,0.31051691208181875
11064,耀江路,耀龙路,0.37237962139499425
11065,沪南公路,白杨路,0.2688482886216466
11066,白杨路,龙阳路,0.12232043998330096
11067,栖山路,浦东大道,0.41634378302219094
11068,博山东路,栖山路,0.21530249110320285
11069,金穗路,金吉路,0.3699619771863118
11070,金吉路,金辽路,0.3065134099616858
11071,金辽路,申江,0.2855593710464486
11072,老芦公,原镇政府,0.0
11073,金穗路,金苏路,0.3490701001430615
11074,金苏路,金闽路,0.392328398384926
11075,陆家嘴路,陆家嘴路,1.0
11076,浦东南路,陆家嘴环路,0.5704346979980054
11077,陆家嘴环路,世纪大道,0.32923383155313063
11078,银城中路,陆家嘴环路,0.0
11079,陆家嘴环路,东泰路,0.33035340131303254
11080,东泰路,银城中路,0.2890744443137716
11081,陆家嘴环路,陆家嘴路,0.3310256659037857
11082,陆家嘴环路,银城中路,0.34775072224515063
11083,银城中路,东城路,0.288872779992751
11084,东城路,陆家嘴路,0.3782991202346041
11085,陆家嘴路,世纪大道,0.33532168726033235
11086,世纪大道,陆家嘴环路(南),0.2727272727272727
11087,陆家嘴环路(南),东昌路,0.29411764705882354
11088,陆家嘴西路,花园石桥路,0.2540068689181454
11089,花园石桥路,陆家嘴环路(南),0.24564994882292732
11090,陆家嘴环路,陆家嘴环路,0.0
11091,丰和路,滨江大道,0.3447274352100089
11092,向学街,南溪路,0.0
11093,砖桥路,花苑路,0.0
11094,周祝公,向学街,0.0
11095,花苑路,周祝公,0.0
11096,坦南路,下盐路,0.0
11097,振万路,活动中心,0.5
11098,三三公路,祥和路,0.4558691861834975
11099,祥和路,振万路,0.4480299518630772
11100,微山路,塘桥路,0.37961967213114756
11101,牧场路,下盐路,0.0
11102,下盐路,三灶东街,0.0
11103,季景北路,界浜路,0.0
11104,人民东路,拱极路,0.37450549450549453
11105,银霄路,白杨路,0.36
11106,石楠路,银霄路,0.375
11107,芳甸路,石楠路,0.37254901960784315
11108,白杨路,海桐路,0.35903537997778834
11109,海桐路,咸塘浜桥,0.34122765815431017
11110,咸塘浜桥,玉兰路,0.46904345058093266
11111,玉兰路,锦绣路,0.3560389238694906
11112,锦绣路,东绣路,0.4
11113,东门大街,七间头,0.24691190443871316
11114,羽山路,灵山路,0.4
11115,张杨路,羽山路,0.4
11116,沈家弄路,张杨路,0.39974402730375425
11117,定水路,沈家弄路,0.375
11118,栖山路,定水路,0.4
11119,浦东大道,栖山路,0.5714285714285714
11120,芳华路,芳草路,0.28
11121,新德路,城西路,0.26229508196721313
11122,城西路,城丰路,0.26487118988701536
11123,城丰路,新川路,0.2734080847366461
11124,新川路,文化路,0.27860435875943
11125,文化路,城南路,0.27531685280461793
11126,城南路,南桥路,0.26229508196721313
11127,南桥路,妙栏路,0.2688707912969491
11128,妙栏路,川环南路,0.26737633061991234
11129,华夏东路,青厦路,0.2939355893602733
11130,青厦路,新德路,0.2784263140922283
11131,川环南路,翔川路,0.22581152243967617
11132,翔川路,绣川路,0.2560027838997796
11133,绣川路,川周路,0.23237661167599163
11134,妙境路,北界长,0.2631578947368421
11135,南界长路,药师,0.3088922530112552
11136,北界长,南界长路,0.33735878457343205
11137,妙境路,华城路,0.3444836581249041
11138,界龙一路,华夏二路,0.41540273891915774
11139,华城路,界龙一路,0.43432555051455124
11140,渡口,昌邑路,0.3305004721435316
11141,羽山路,灵山路,0.2
11142,灵山路,杨高中路,0.2
11143,张扬路,羽山路,0.2
11144,浦东大道,栖山路,0.2
11145,昌邑路,浦东大道,0.35135135135135137
11146,含笑路,锦绣路,0.299687825182102
11147,杨高中路,丁香路,0.21038435603506406
11148,丁香路,迎春路,0.26439256318823035
11149,迎春路,含笑路,0.3045935221158041
11150,栖山路,沈家弄路,0.2222222222222222
11151,沈家弄路,张扬路,0.20689655172413793
11152,新德路,城西路,0.4167019667170953
11153,富城路,陆家嘴环路,0.22695035460992907
11154,到家路,费德路,0.0
11155,云山路,白桦路,0.24077704509000178
11156,白桦路,黑松路,0.2
11157,黄杨路,蓝桉路,0.19927335427058315
11158,红枫路,黄杨路,0.2223472065991751
11159,蓝桉路,云山路,0.19769625006342925
11160,金桥路,红枫路,0.240462284081024
11161,滨江大道,富城路,0.25
11162,富城路,丰和路,0.24539877300613497
11163,胶东路,长岛路,0.3635320160695253
11164,长岛路,博兴路,0.39999999999999997
11165,牡丹支路,玉兰路,0.2981491712707182
11166,玉兰路,海桐路,0.4971319637112559
11167,浦建路,牡丹支路,0.21063659058487877
11168,梅花路,牡丹路,0.0
11169,木器二厂,王家弄,0.0
11170,牧场门口,周浦建设路,0.0
11171,上科路,智慧河桥,0.25212135647720846
11172,智慧河桥,环科路,0.2857142857142857
11173,新村路,石油公司,0.0
11174,周祝公路,众济街,0.0
11175,众济街,祝桥东大街,0.0
11176,川南奉公路,盐仓老街,0.0
11177,红楼河,川南奉公路,0.0
11178,川环南路,瞿家港桥,0.4166666666666667
11179,妙栏路,川环南路,0.4167097966728281
11180,品柿路,金谊河,0.4017468010180956
11181,渡口路,塘南路,0.29496077735093784
11182,东三街,东三里桥路,0.4091152623495375
11183,东三里桥路,沂南路,0.40184408535833227
11184,临沂路,东方路,0.4306985843545363
11185,浦东南路,临沂路,0.40893132986940034
11186,南码头支路,浦东南路,0.3415045541437085
11187,沂南路,南码头支路,0.412288993923025
11188,东方路,高科西路,0.19853109938030755
11189,塘南路,东三街,0.6445553091894556
11190,高科西路,齐河路,0.31564853556485356
11191,齐河路,昌里东路,0.3578474353353792
11192,昌里东路,邹平路,0.3464345548729997
11193,胶南路,南码头路,0.4948134470211264
11194,向阳西路,中山路,0.5411240276199634
11195,中山路,卫星西路,0.44850663031354565
11196,十字街,向阳西路,0.6210037288342808
11197,卫星西路,沪南公路,0.5047758664131754
11198,沪南公路,英墩路,0.03759398496240601
11199,蓝村路,浦建路,0.19619865113427346
11200,峨山路,蓝村路,0.2711986356126419
11201,浦电路,张家浜桥,0.4375
11202,张家浜桥,峨山路,0.43552519214346713
11203,潍坊路,浦电路,0.4375
11204,永宁西路,江边路,0.0
11205,南湾新村17号,南三支路158号,0.2
11206,永宁西路72号,南湾新村1号,0.0
11207,新川路,南顶头,0.0
11208,中市街,乔港路,0.0
11209,乔港路,新川路,0.0
11210,祝桥东大街,南塘街106号,0.0
11211,众济街,祝桥东大街,0.0
11212,周祝公路,众济街,0.0
11213,南六公路,鹿溪路,0.0
11214,张扬路,羽山路,0.4
11215,灵山路,杨高中路,0.4
11216,羽山路,灵山路,0.4
11217,博山路,张杨路,0.44668587896253603
11218,北车油弄,年家浜路,0.0
11219,沪南公路,连成,0.0
11220,新华香料厂,茂兴北,0.0
11221,新城东路,南芦公路,0.3951612903225806
11222,镇政府,新城东路,0.2676373600854582
11223,南芦公路,香益路,0.5594202898550724
11224,周市路,康沈路,0.47652962123664616
11225,十三厂,周市路,0.46154735078292014
11226,康沈路,沪南公路,0.3356177422425281
11227,金港路,金湘路,0.35098372601408795
11228,金豫路,金港路,0.36736958934517205
11229,金皖路,金豫路,0.31767302538231124
11230,申江,金皖路,0.3096153846153846
11231,金湘路,金沪路,0.32355330865757875
11232,上塑二厂,塘桥路,0.489010989010989
11233,浦东南路,上塑二厂,0.5020528476681756
11234,郭守敬路,祖冲之路,0.29411764705882354
11235,李时珍路,郭守敬路,0.29410984697801473
11236,万福桥,东后老街,0.23109093081610707
11237,东后老街,新场大街,0.3333333333333333
11238,万安路,小桥头,0.0
11239,笋西路,环城西路,0.5
11240,笋中路,笋西路,0.5
11241,奉新公,笋中路,0.5
11242,新场大街,海泉街,0.3333333333333333
11243,海泉街,新奉公路,0.32947976878612717
11244,新奉公路,新奉公路,0.0
11245,新奉公路,新环西路,0.4791666666666667
11246,芳华路,芳草路,
11247,金民路,新苑路,0.4085064292779426
11248,银河路,金民路,0.3947368421052631
11249,新苑路,成人学校,0.40774434336365756
11250,泰环路(原半环路),环林西路,0.46651714194168536
11251,环林西路,南林路,0.46080878681977033
11252,界龙一路,华夏二路,0.3069958210803281
11253,华夏二路,锦川路,0.3218396410456496
11254,艳阳路,妙境路,0.27472600464961805
11255,妙境路,界龙一路,0.34250614250614253
11256,川沙路,艳阳路,0.27034893559413814
11257,河滨路,曙光路,0.2901455871808461
11258,曙光路,川黄路,0.26871511963564054
11259,杨高中路,胶东路,0.3758034894398531
11260,胶东路,长岛路,0.294098636157973
11261,浦东南路,浦庭路,0.4308768154922001
11262,浦庭路,浦华路,0.45702647657841144
11263,浦华路,浦逸路,0.5049618320610687
11264,浦逸路,临沂北路,0.4624648735447612
11265,福山路,东方路,0.3939466817378338
11266,竹林路,福山路,0.45547231018768825
11267,世纪大道,竹林路,0.44054652880354506
11268,南泉路,浦东南路,0.3075
11269,崂山东路,南泉路,0.3198265827696149
11270,东方路,崂山东路,0.3120198265179678
11271,源深路,松林路,0.47207084468664856
11272,松林路,世纪大道,0.518484001242622
11273,浦东南路,浦城路,0.2482210822439186
11274,浦城路,浦明路,0.2540220152413209
11275,福山路,东方路,0.2016152252536957
11276,即墨路,浦东南路,0.1472134993000643
11277,南泉北路,即墨路,0.2059168051431529
11278,荣成路,南泉北路,0.17943438435597503
11279,德平路,万德路,0.21885913853317812
11280,金桥路,友林路,0.22245493305408034
11281,万德路,罗山路,0.19950926411789485
11282,莱阳路,金桥路,0.32886435331230285
11283,龙居路,德平路,0.26366976442619405
11284,居家桥路,龙居路,0.20116880197797257
11285,友林路,云山路,0.12861136999068035
11286,五莲路,莱阳路,0.39392687461268333
11287,利津路(2),五莲路,0.5667675021607606
11288,苗圃路,巨野路,0.177674833821915
11289,源深路,福山路,0.1875207291756237
11290,桃林路,源深路,0.18080540638645412
11291,民生路,桃林路,0.1985414346905815
11292,东方路,荣成路,0.19251611138651945
11293,北洋泾路,苗圃路,0.2060867913778369
11294,崮山路,北洋泾路,0.20270748255570917
11295,歇浦路,崮山路,0.20129629004489752
11296,罗山路,歇浦路,0.20425474619631073
11297,巨野路,民生路,0.15301162901032167
11298,九号桥,东波路,0.11082841441074699
11299,云山路,居家桥路,0.2030789387487717
11300,东波路,利津路(2),0.31464662282075373
11301,龙阳路,东三里桥路,0.20916012108899637
11302,华丰路,东方路,0.2669854922023677
11303,南码头路,华丰路,0.2882165038666486
11304,塘桥路,浦建路,0.21993083935869223
11305,沂林路,莲南,0.28365108061467664
11306,宁阳路,塘桥路,0.2557676542920717
11307,峨山路,宁阳路,0.2746798491402271
11308,张家浜路,峨山路,0.19651067198489783
11309,浦电路,张家浜路,0.28513909224011713
11310,潍坊路,浦电路,0.3024401773740218
11311,商城路,张扬路,0.35527039413382216
11312,东昌路,商城路,0.2901244082351646
11313,世纪大道,东昌路,0.10288804613692974
11314,栖霞路,世纪大道,0.0
11315,浦东大道,栖霞路,0.3016101271858911
11316,张扬路,潍坊路,0.2884092548410364
11317,洪山路,上南路,0.15730337078651685
11318,云台路,洪山路,0.14515827846292492
11319,高科西路,云台路,0.1422568580411557
11320,莲南,高科西路,0.2916534788032246
11321,东三里桥路,浦三路,0.1988898000378477
11322,浦三路,南码头路,0.3595579412693401
11323,微山路,龙阳路,0.2292945292645622
11324,浦建路,微山路,0.2224924063307222
11325,东方路,沂林路,0.33251102739083216
11326,泰同栈,银城中路,0.30286790266512165
11327,银城中路,东城路,0.2881467935024819
11328,东城路,浦东大道,0.19239231408595317
11329,川南奉公,镇西村,0.0
11330,红村1号,川南奉公,0.0
11331,浦建路,浦澳路,0.580387685290764
11332,东方路,南泉路,0.3746577686516085
11333,杨高,东方路,0.19809505483933038
11334,南泉路,浦东南路,0.3225691913812113
11335,东昌路,张杨路,0.25
11336,张家浜桥,塘桥路,0.3159887626725296
11337,浦电路,张家浜桥,0.30434782608695654
11338,张杨路,潍坊西路,0.36695689105967294
11339,潍坊西路,浦电路,0.3669898321116103
11340,浦庭路,浦逸路,0.431791221826809
11341,浦逸路,临沂北路,0.6203118415507796
11342,华夏西路,东、西泰林路,0.41646514562086007
11343,齐河路,昌里东路,0.4242567248702218
11344,东方路,齐河路,0.3597476498254835
11345,临沂路,东方路,0.43247853363786176
11346,浦东南路,临沂路,0.44769197584124243
11347,昌里东路,杨高南路,0.4292657735654181
11348,东、西泰林路,御桥路,0.1413642456436479
11349,成山路,华夏西路,0.1998481498535982
11350,御桥路,永泰路,0.1424465174920622
11351,浦阳路,浦润路,0.40888394212283724
11352,浦润路,浦澳路,0.4139494709565968
11353,浦阳路,浦润路,0.4137309125886738
11354,浦润路,浦澳路,0.4247527045356801
11355,高桥路,川六公,0.31511552147546734
11356,川六公,周祝公,0.0
11357,联络道,;六陈,0.0
11358,景园街,幼托中心,0.20892494929006084
11359,龙居路,德平路,0.33043581805191713
11360,友林路,云山路,0.2223877817098156
11361,金桥路,枣庄路,0.3407690673465052
11362,巨野路,民生路,0.5555304133844348
11363,苗圃路,巨野路,0.5131879930908921
11364,居家桥路,龙居路,0.26510859301227574
11365,北洋泾路,苗圃路,0.5040849082522376
11366,云山路,居家桥路,0.31611495089123315
11367,德平路,万德路,0.294940796555436
11368,枣庄路,友林路,0.22412807318467695
11369,万德路,罗山路,0.2874074074074074
11370,崮山路,北洋泾路,0.3299531757203183
11371,崂山西路,浦东南路,0.31664562133254104
11372,崂山东路,崂山西路,0.43431803896920174
11373,东方路,崂山东路,0.45254388574828924
11374,钱仓路,东方路,0.45571595786188057
11375,福山路,钱仓路,0.4511963539688569
11376,东明路,云莲路,0.34650491450743903
11377,南码头路,东明路,0.34615589139289776
11378,浦三路,南码头路,0.33603563964360356
11379,云台路,洪山路,0.4179086794777622
11380,云莲路,云台路,0.3337493718898416
11381,张杨北路,繁锦路,0.35375264631564574
11382,繁锦路,莱阳路,0.3733818427954988
11383,浦城路,浦明路,0.18057263305814159
11384,金亭路,小区围墙,0.2777878472064887
11385,沪南路,锦绣路,0.36
11386,浦东大道,栖霞路,0.5246697222971152
11387,崂山西路,浦东南路,0.0
11388,东城壕路,南市街,0.0
11389,南市街,北市街,0.0
11390,北市街,西泥路,0.4450220951390694
11391,西泥路,石皮路,0.473299788995293
11392,石皮路,西头,0.43409388170324076
11393,场署街,中市街,0.0
11394,源深路,松林路,0.4383191179529852
11395,金辽路,申江,0.2644367308299148
11396,金吉路,金辽路,0.2794803464357095
11397,金穗路,金吉路,0.240685789647214
11398,德川路,德翔路,0.21739130434782608
11399,德翔路,华夏三路,0.33591331269349844
11400,丰海路,观海路,0.25
11401,观海路,学海路,0.2857142857142857
11402,川南奉公,镇西路,0.0
11403,红楼,川南奉公,0.0
11404,广兰路,创新河桥,0.39974906581567243
11405,创新河桥,丹桂路,0.4000474692933009
11406,妙境路,华夏一路,0.5832286432160804
11407,华夏一路,华夏二路,0.58325952170062
11408,华夏二路,华东路,0.5862814465408805
11409,华东路,华夏三路,0.0
11410,大同路,张扬北路,0.5116246711192066
11411,张扬北路,和龙路,0.3939393939393939
11412,和龙路,浦东北路,0.33962152221629
11413,华夏东路,新德路,0.0
11414,兰谷路,兰嵩路,0.40709534368070954
11415,兰嵩路,张杨北路,0.3546406411582213
11416,张杨北路,季景路,0.3837769328263625
11417,季景路,杨高北路,0.38379641651519086
11418,申江路,盛夏路,0.30000488866075137
11419,申江路,盛夏路,0.30000488866075137
11420,工农北路,县东街,0.5140957446808511
11421,工农南路,工农北路,0.46179935737236694
11422,城东,惠南梅花路,0.24632152588555858
11423,惠南梅花路,运河路,0.18181818181818182
11424,运河路,三八路,0.4247422680412371
11425,三八路,工农南路,0.45658120994216034
11426,靖海路,城东,0.0916148832404017
11427,县东街,北门大街,0.6484282520057872
11428,靖海路,政海路,0.2702702702702703
11429,政海路,丰海路,0.2777777777777778
11430,丰海路,观海路,0.23255813953488372
11431,观海路,学海路,0.23255813953488372
11432,南六公路,大川公路,0.2891566265060241
11433,大川公路,听潮路,0.2608695652173913
11434,北门大街,城西路,0.45506692160611856
11435,城西路,通济路,0.302491103202847
11436,通济路,听潮路,0.2974910394265233
11437,仁义路牌楼东路,仁义路六灶港桥,0.2
11438,六灶港桥,沪南公路,0.06715183592457824
11439,外中1组,大泥公路,0.0
11440,昌邑路,浦东大道,0.39957716701902746
11441,华夏三路,德翔路,0.2857802542868577
11442,德翔路,德川路,0.27914491672880937
11443,德川路,曹家沟,0.2910142718581128
11444,海趣路,哥白尼路,0.37498993477735726
11445,申江,金京路,0.27945859872611467
11446,金穗路,金吉路,0.3
11447,金吉路,申江,0.35522553269993545
11448,福山路,东方路,0.23689915921950186
11449,松林路,福山路,0.2734404384503788
11450,源深路,松林路,0.1979159180740208
11451,东方路,崂山东路,0.3657709669295
11452,崂山东路,崂山西路,0.1198681450404555
11453,锦锈东路,来安路,0.25
11454,来安路,上安路,0.25
11455,川沙路,艳阳路,0.272477075246073
11456,艳阳路,妙境路,0.263041941370863
11457,妙境路,华夏二路,0.26230474506336576
11458,华夏二路,锦川路,0.2698809713870115
11459,锦川路,华东路,0.2768626966222689
11460,人民东路,东门大街,0.40025512011905606
11461,东门大街,东门居委会,0.2631578947368421
11462,东门大街,农工村,0.0
11463,杨高南路,环林东路,0.21613437813286415
11464,环林东路,东明路,0.29019886363636366
11465,东明路,环林西路,0.2630093574887112
11466,永泰路,三林塘港,0.3287671232876712
11467,洪通路,上塘新村42号,1.0
11468,南团公路,洪通路,1.0
11469,操场街,北市街,0.0
11470,北市街,西泥路,0.0
11471,西泥路,毛巾厂,0.0
11472,毛巾厂,北城壕路,0.0
11473,龙游港,下盐路,0.0
11474,下盐路,三灶东、西街,0.0
11475,南六公,红三港路,0.0
11476,贸易巷,三灶北街,0.0
11477,红三港路,贸易巷,0.0
11478,三灶西街,三灶港南界沟北口,0.0
11479,三灶北街,三灶南街,0.0
11480,三灶南街,耕耘路,0.0
11481,耕耘路,腰,0.0
11482,随塘,川南奉公,0.0
11483,崂山东路,崂山西路,0.3317319051744506
11484,东方路,崂山东路,0.32373186487345124
11485,民生路,桃林路,0.3
11486,源深路,松林路,0.2808433976112631
11487,松林路,福山路,0.2970764971980285
11488,福山路,东方路,0.3146811782799006
11489,崂山西路,浦东南路,0.3348133530669298
11490,浦东南路,浦城路,0.3063233793466925
11491,浦城路,浦明路,0.3508074403615091
11492,桃林路,源深路,0.36363636363636365
11493,川沙路,虹盛路,0.37561942517343905
11494,虹盛路,王港路,0.4173869240150591
11495,王港路,宏雅路,0.4284983440588061
11496,宏雅路,华东路,0.36426141920791794
11497,华东路,卡园二路,0.20833333333333334
11498,卡园二路,顾唐路,0.20833333333333334
11499,世博大道,博成路,0.4
11500,博成路,国展路,0.4
11501,哥白尼路,川和路,0.13455920478545141
11502,川和路,纳贤路,0.14254759325181862
11503,纳贤路,金科路,0.12622849000767236
11504,雪野二路,浦东南路,0.3230769230769231
11505,世博大道,博成路,0.3230769230769231
11506,博成路,国展路,0.3230769230769231
11507,国展路,雪野二路,0.3230769230769231
11508,浦东南路,昌里路,0.26679135396197823
11509,德州路,川杨河桥,0.2884798849309439
11510,成山路,德州路,0.2613586680373876
11511,昌里路,成山路,0.27692429611348224
11512,凌兆路,三林路,0.21220793334540844
11513,三林路,永泰路,0.27180501182408934
11514,永泰路,外环线,0.3042276313127908
11515,杨思路,恒大路,0.3020215515626756
11516,后长街,杨思路,0.4623655913978495
11517,川杨河桥,杨新路,0.34497816593886466
11518,杨新路,后长街,0.33683136569013256
11519,恒大路,海阳路,0.37696514012303484
11520,海阳路,杨南路,0.2598928855957376
11521,杨南路,凌兆路,0.24368428239792433
11522,长清路,济阳路,0.4
11523,杨思港,灵岩南路,0.3897058823529412
11524,灵岩南路,长清路,0.4
11525,芳草路,高科西路,0.2857142857142857
11526,芳华路,芳草路,0.2857142857142857
11527,环湖大道,A2高速路,0.23178582513190696
11528,巨野路,民生路,0.375
11529,民生路,桃林路,0.34871080139372823
11530,苗圃路,巨野路,0.3023912634155526
11531,宣桥6组,南宣公,0.0
11532,宣镇东路,南宣公,0.0
11533,张衡路,益江路,0.375
11534,益江路,高科中路,0.375
11535,金秋路,祖冲之路,0.24999768999768998
11536,祖冲之路,银冬路,0.2499982326285056
11537,银冬路,高科中路,0.33332997349084276
11538,新开河街,高压走廊,0.4000034799554566
11539,红心河桥,陈家宅路,0.4296212549462973
11540,航城五路,航城七,0.4637904468412943
11541,施新,航城五路,0.4666666666666667
11542,施新路,航城三路,0.43416470588235295
11543,航城三路,断头路,0.4734532689776218
11544,水闸南路,施新路,0.21474268244352604
11545,石码头港,远航,0.3333333333333333
11546,远航,镇南,0.3549905838041431
11547,施新,航城五路,0.39253539253539255
11548,航城七路,远航路,0.4300073547438098
11549,航城七路,航城五路,0.5188133140376266
11550,航城五路,施新路,0.4706130483689539
11551,施新路,航城四路,0.46865335957267357
11552,川汇二路,川汇路,0.5799591263252012
11553,川汇路,跨线桥,0.32177907705157655
11554,围场河,川汇三路,0.37553956834532376
11555,川汇三路,川汇二路,0.34060135790494667
11556,川汇三路,川汇二路,0.30427324554765145
11557,川汇二路,川汇路,0.2588887499478971
11558,学才路,施新,0.0
11559,浦东运河桥,太平桥南,0.0
11560,季景北路,慈善街,0.23357664233576642
11561,慈善街,树德街,0.0
11562,树德街,大同路,0.32653061224489793
11563,梅花路,樱花路,0.45161290322580644
11564,樱花路,兰花路,0.45161290322580644
11565,老芦公,芸香路,0.0
11566,芸香路,中学,0.0
11567,乔家浜路,新川路,0.4583373470763896
11568,西市街,益民路,0.0
11569,益民路,乔家浜路,0.0
11570,东后老街,工农桥,0.22308733920108328
11571,工农桥,新奉公路,0.4230769230769231
11572,新奉公路,新环西路,0.16957026713124274
11573,倪桥,东后老街,0.0
11574,陆家嘴环路,富城路,0.0
11575,华丰路,沂南路,0.39988824734587447
11576,沂南路,西三里桥路,0.4
11577,西三里桥路,世博大道,0.3333333333333333
11578,龙阳路,胶南路,0.0
11579,胶南路,南码头路,0.1326530612244898
11580,后滩路,国展路,0.17777777777777778
11581,南码头路,世博村路,0.17721518987341772
11582,世博村路,雪野路,0.15397631133671744
11583,雪野路,白莲泾路,0.14444444444444443
11584,白莲泾路,高科西路,0.15730337078651685
11585,高科西路,上南路,0.17777777777777778
11586,上南路,周家渡路,0.17777777777777778
11587,周家渡路,世博馆路,0.17582417582417584
11588,世博馆路,长清北路,0.17777777777777778
11589,长清北路,塘子泾路,0.17777777777777778
11590,塘子泾路,上钢路,0.23809523809523808
11591,上钢路,后滩路,0.17976886859751748
11592,雪野二路,国展路,0.4
11593,国展路,博成路,0.4
11594,博成路,世博大道,0.4
11595,长清路,雪野二路,0.375
11596,银城中路,明珠环,0.30558574222995
11597,东方路,潍坊路,0.5081340513993917
11598,潍坊路,向城路,0.5582793927773274
11599,向城路,浦电路,0.41933096850621016
11600,浦电路,杨高南路,0.5288309083266347
11601,银城中路,陆家嘴环路,0.22085013247321736
11602,陆家嘴环路,浦东南路,0.37703412382544804
11603,浦东南路,崂山西路,0.3649530400395452
11604,崂山西路,崂山东路,0.3896062271062271
11605,崂山东路,东方路,0.4348806445793999
11606,明珠环,银城中路,0.21801829741045123
11607,杨高南路,丁香路,0.6903696510012661
11608,丁香路,迎春路,0.6576989124212936
11609,迎春路,锦绣路,0.7301747930082797
11610,利津路(2),五莲路,0.4235237753024314
11611,文心路,乐群路,0.0
11612,乐群路,老芦公,0.0
11613,石家街,高桥西街,0.07366071428571429
11614,利津路(1),曹家沟,0.2992675864418327
11615,五莲路,利津路(1),0.3577029520295203
11616,杨高路,五莲路,0.30406700262616226
11617,灯饰厂,马五公,0.0
11618,粮管所路,川南奉公,0.0
11619,星红路,川南奉公,0.0
11620,西横港路,川南奉公,0.0
11621,蓝云路,东翔路,0.0
11622,东翔路,宛虹路,0.0
11623,新民河,规划一路,0.44736204808856594
11624,规划一路,规划二路,0.4166666666666667
11625,灵岩南路,南杨小区,0.375
11626,灵山路,杨高路,0.19968051118210864
11627,青平路,张扬路,0.41935483870967744
11628,潍坊路,向城路,0.5221095334685598
11629,向城路,浦电路,0.4375124005202707
11630,商城路,青平路,0.47058823529411764
11631,乳山路,商城路,0.4375
11632,春晓路,祖冲之路,0.3902668759811617
11633,碧波路,春晓路,0.3889549702633815
11634,景明,碧波路,0.4081698295271792
11635,祖冲之路,晨晖路,0.30895748987854255
11636,朝阳西,笋心路,0.0
11637,笋中路,新环西路,0.3142857142857143
11638,奉新公,笋中路,0.31432219621196
11639,牌楼西路,笋心路,0.4936708860759494
11640,笋心路,新艺路,0.33822045867240563
11641,新艺路,石笋街,0.16167664670658682
11642,胶东路,杨高北路,0.25
11643,长岛路,胶东路,0.4
11644,博兴路,长岛路,0.4
11645,东陆路,金粤路,0.34349355216881594
11646,永泰路,东明路,0.39348735674004004
11647,东明路,永泰路,0.4211106156388532
11648,秀来弄,荷花路,0.0
11649,东庄路,永进路,0.0
11650,绿宝路,秀来弄,0.0
11651,永进路,绿宝路,0.0
11652,集市弄,集市弄19号,0.0
11653,集市弄,集市弄,0.41666666666666663
11654,集市弄,新坦瓦公,0.0
11655,秀丰路,文院街,0.0
11656,文院街,集市弄,0.0
11657,南八灶,康沈路,0.0
11658,南泉路,浦东南路,0.0
11659,华东路,经北六路,0.17142857142857143
11660,经六北路,经五路,0.17142857142857143
11661,经五路,顾唐路,0.17142857142857143
11662,顾唐路,华东路,0.20636066899679367
11663,龙阳路,南码头路,0.0
11664,茂兴路,渡口,0.41363827697488426
11665,浦东南路,茂兴路,0.42817502668089646
11666,世博大道,博成路,0.375
11667,博成路,国展路,0.375
11668,国展路,雪野二路,0.375
11669,芦港七组桥,老芦公,0.0
